Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
16427,6yvAfQ4xM01Sq00DZ54sDl,Dmitri Shostakovich;Ares Trio,Babadjanian: Piano Trio - Shostakovich: Piano Trio No. 2,Piano Trio No. 2 in E Minor: IV. Allegretto – Adagio,2,645210,False,0.287,0.19,6,-16.959,0,0.0379,0.941,0.369,0.0906,0.177,77.583,4,classical
16428,4ztaiZfY9lPy1ItQ3DoRiT,Stephan Moccio,ZEN 2022,Wrecking Ball - Solo Piano Version,0,204560,False,0.515,0.0695,5,-22.837,1,0.0342,0.992,0.934,0.0943,0.109,112.81,4,classical
16429,2DMFELtbHiWEwF0V906bKo,Dmitri Shostakovich;Byron Nelson High School Symphony Orchestra;Gary Keller,2021 Midwest Clinic: Byron Nelson High School Symphony Orchestra (Live),"24 Preludes, Op. 34: No. 14 in E-Flat Minor (Arr. L. Stokowski for Orchestra) [Live]",2,186400,False,0.168,0.0442,11,-18.784,1,0.0371,0.908,0.914,0.694,0.0384,74.591,4,classical
16430,6wuHMWAjFafFLvDYSO7FDo,Johann Pachelbel;Gregor Simon,Macht hoch die Tür: Organ Music for Advent & Christmas,"Nun komm' der Heiden Heiland, P. 386",0,175840,False,0.0876,0.217,8,-24.314,0,0.0426,0.975,0.909,0.12,0.0778,81.32,4,classical
16431,4Pam4BT3FYZwoWcOLaYodV,DragonForce,Halloween Metal Nights,Fury Of The Storm,0,406826,False,0.233,0.911,4,-5.114,0,0.08,3.34e-05,0.258,0.344,0.197,199.851,4,classical
16432,1O9UUjQezyMMwe8RyHyavL,Jean Sibelius;Hannu Norjanen;Friends of Sibelius;Tapiola Chamber Choir,October Classical Playlist,"Songs for American Schools, JS 199: No. 1, Autumn Song",0,49560,False,0.347,0.0312,5,-30.669,0,0.0532,0.992,0.00101,0.0767,0.0877,88.69,4,classical
16433,131JOBPzeOFhqUEh5VCU5m,Sheku Kanneh-Mason;CBSO Cellos,Christmas Dinner,Song of the Birds (Arr. Casals),0,173908,False,0.194,0.145,9,-23.039,0,0.0557,0.967,0.717,0.35,0.037,80.3,3,classical
16434,7gQHRgp3Iq6ljxBe4p304W,Joseph Haydn;Sigiswald Kuijken;Flanders Opera;Helmut Wildhaber;Krisztina Laki;La Petite Bande,October Classical Playlist,"Die Jahreszeiten Hob. XXI:3, Pt. 3, Autumn: No. 22, Ihr Schönen aus der Stadt",0,502786,False,0.261,0.0214,9,-30.245,0,0.0603,0.948,0.0,0.106,0.0761,83.335,4,classical
16435,6JLA36poFkFWP7RXRwqi82,Johann Pachelbel;Gregor Simon,Macht hoch die Tür: Organ Music for Advent & Christmas,"Vom Himmel hoch, da komm ich her, P. 52",0,99840,False,0.18,0.114,6,-28.877,0,0.0413,0.928,0.79,0.121,0.159,112.793,3,classical
16436,1AiwpQqjhNyaPKJDzff6b6,Sergei Prokofiev;Miriam K. Smith;Sandra Wright Shen,Momentum,"Cello Sonata in C Major, Op. 119: I. Andante grave",0,718757,False,0.287,0.0391,0,-25.598,1,0.044,0.963,0.873,0.105,0.0614,119.842,4,classical
16437,1gUJXmcIstf3QSbowiWuPK,Sergei Prokofiev;Miriam K. Smith;Sandra Wright Shen,Momentum,"Cello Sonata in C Major, Op. 119: II. Moderato",0,306480,False,0.402,0.0481,5,-25.898,1,0.0337,0.974,0.833,0.0997,0.175,103.346,4,classical
16438,4dSMhQJdhx8K7yZFz1HqtN,Jean Sibelius;Gustav Djupsjöbacka;Tom Krause,October Classical Playlist,"5 Songs, Op. 38: No. 1, Autumn Evening",0,239333,False,0.308,0.0569,3,-20.515,1,0.0706,0.991,0.000105,0.189,0.0394,73.698,3,classical
16439,3N9HZDtk850gBsmc1kDxlY,Joseph Haydn;Sigiswald Kuijken;Helmut Wildhaber;Krisztina Laki;Peter Lika;La Petite Bande;The Choir Of The Flanders Opera,October Classical Playlist,"Die Jahreszeiten Hob. XXI:3, Pt. 3, Autumn: No. 20, So lohnet die Natur den Fleiß",0,355693,False,0.364,0.104,7,-21.888,1,0.0424,0.979,4.97e-06,0.0723,0.147,125.517,4,classical
16440,5a7VBd32bFqT6GXU38l5qq,Sergei Prokofiev;Miriam K. Smith;Sandra Wright Shen,Momentum,"Cello Sonata in C Major, Op. 119: III. Allegro, ma non troppo",0,503341,False,0.363,0.0911,0,-22.805,1,0.0389,0.969,0.874,0.162,0.228,77.37,4,classical
16441,04WmR7gnsoe31VYoJVqVOz,Sergei Prokofiev;Hilary Hahn;Orchestre Philharmonique de Radio France;Mikko Franck,Classical Running,"Violin Concerto No. 1 in D Major, Op. 19: II. Scherzo: Vivacissimo",0,234720,False,0.472,0.27,0,-23.245,1,0.092,0.831,0.789,0.0552,0.467,150.013,4,classical
16442,4MxINUCf7UUk828RW3EbES,Joseph Haydn;Sigiswald Kuijken;Helmut Wildhaber;Krisztina Laki;Peter Lika;La Petite Bande;The Choir Of The Flanders Opera,October Classical Playlist,"Die Jahreszeiten Hob. XXI:3, Pt. 3, Autumn: No. 19, Was durch seine Blüte der Lenz",0,143213,False,0.377,0.017,11,-30.852,0,0.0453,0.95,0.0,0.181,0.211,103.907,4,classical
16443,31weWETfEZxvFORVi9o25F,Georges Bizet;Francesco Verzillo;Danilo Dellepiane,"Chrétien, Cohen, Rousseau, Berlioz, Barthe, Thomas, Demersseman, Verzillo, Bizer: Le trombone romantique dans la France du XIXe siècle","Carmen: ""Danse des gitans""",0,187520,False,0.594,0.0852,7,-20.606,1,0.0533,0.994,0.937,0.101,0.626,127.091,4,classical
16444,30o7UcOFM1Tb1iIIAKbJQh,Joseph Haydn;Arioso Quartett Wien,Encores,"String Quartet in B-Flat Major, Op. 1 No. 1, Hob. III:1 ""La chasse"": III. Adagio",0,245386,False,0.199,0.0419,3,-21.765,1,0.0461,0.734,0.55,0.108,0.121,169.307,4,classical
16445,3pbMHrYR8i2qndIDhwtVBg,Georges Bizet;Francesco Verzillo;Danilo Dellepiane,"Chrétien, Cohen, Rousseau, Berlioz, Barthe, Thomas, Demersseman, Verzillo, Bizer: Le trombone romantique dans la France du XIXe siècle","Carmen: ""Habanera""",0,182093,False,0.572,0.0144,7,-23.133,1,0.0576,0.995,0.969,0.109,0.536,123.784,4,classical
16446,1WqKCdqgzthIO1MpBq76Bv,Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado,Classical Christmas,"Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",0,164000,False,0.375,0.145,2,-18.732,1,0.0361,0.963,0.889,0.128,0.329,77.903,4,classical
16447,1avIiKDpAfOuDqEh1DrLCs,Joseph Haydn;Manuel Blanco;Josep Pons;Orquesta Nacional De España,Classical Running,"Trumpet Concerto in E Flat, H.VIIe/1: 3. Finale. Allegro",0,278760,False,0.528,0.143,3,-20.056,1,0.0437,0.964,0.897,0.0623,0.423,136.278,4,classical
16448,3qgv8j1ftrLbh1oX4BhPyL,Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado,Classical Christmas 2022,"Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",0,164000,False,0.375,0.145,2,-18.732,1,0.0361,0.963,0.889,0.128,0.329,77.903,4,classical
16449,0IeGK0PpEs4ohGpqlCsJui,Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado,Weihnachten Klassik 2022,"Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",0,164000,False,0.375,0.145,2,-18.732,1,0.0361,0.963,0.889,0.128,0.329,77.903,4,classical
16450,257SoE95qEweGItCB9Q5rE,Hildur Guðnadóttir,Joker (Original Motion Picture Soundtrack),Call Me Joker,46,288800,False,0.199,0.319,2,-14.43,1,0.0334,0.00513,0.893,0.144,0.0462,120.772,4,classical
16451,3gFQOMoUwlR6aUZj81gCzu,Joe Hisaishi,Spirited Away Soundtrack,One Summer Day,65,189800,False,0.41,0.196,0,-15.956,1,0.0383,0.953,0.892,0.0974,0.0622,78.823,4,classical
16452,18A3Pp7WYEnXR7RigRisGT,Tushar Dutta;Trishit;Supratik Das;Roompa;Pradyot De,Durga,Madhukaitava Vidhwangsi,33,588026,False,0.48,0.233,9,-9.407,1,0.0331,0.876,1.97e-06,0.0896,0.136,120.074,4,classical
16453,7KVkF1fvHBjg3ilvmyAgeo,Manik Varma,Bhaktigeet,Koushalyecha Ram Bai,34,329456,False,0.441,0.499,7,-6.558,1,0.0378,0.97,0.00151,0.447,0.514,128.364,4,classical
16454,0CVqHDuz3FXN45aTLzcpq8,Malladi Brothers,Vaggeya Vaibhavam,Tillana - Kamas - Adi,35,219320,False,0.464,0.663,5,-6.284,1,0.141,0.857,0.000272,0.387,0.782,85.901,4,classical
16455,6JRDBOkOxiOD32PBrFhf0O,Rashid Khan;Altamash Faridi;Antra Mitra,Tu Mera,Tu Mera,32,290951,False,0.428,0.58,4,-8.569,1,0.0356,0.343,3.3e-05,0.12,0.478,83.429,4,classical
16456,2xtRlDiWDZw7B6JsdIdaER,Dominique Charpentier,Ouroboros,Ouroboros,54,150000,False,0.323,0.105,0,-21.784,1,0.0339,0.936,0.929,0.108,0.186,167.407,3,classical
16457,1ueLVisAesNyuHu7Q9SfsU,Prasad Sawkar,Sant Gora Kumbhar,Uth Pandharichya Raaja,33,177800,False,0.434,0.265,5,-18.025,0,0.058,0.995,0.87,0.218,0.607,131.532,4,classical
16458,0OUEXm4QiCS7uOMPOo9Rtp,Vedavathi Prabhakar;CHAYA DEVI,Laali Thaali,Suvvi Suvvaana Ranga,35,85439,False,0.689,0.638,5,-2.467,1,0.0379,0.707,0.0,0.197,0.925,136.884,4,classical
16459,2cObbmBaiGJ644zuWoUypu,Vedavathi Prabhakar;CHAYA DEVI,Laali Thaali,Kotnambula Dhanchare,35,74562,False,0.416,0.477,6,-1.383,0,0.04,0.631,0.0,0.344,0.704,164.972,4,classical
16460,0Dkibk70FDp6t7eOZNemNQ,Ludovico Einaudi,Una Mattina,Una Mattina,70,203800,False,0.231,0.0297,2,-31.544,1,0.0579,0.991,0.878,0.0742,0.07,131.413,4,classical
16461,32oNW9BTi1eUD0FgDBHStq,M. S. Subbulakshmi;Radha Viswanathan,"Sri Venkateswara Balaji Pancharatnamala,Vol. 3",Hanuman Chalisa,33,596695,False,0.543,0.311,8,-11.237,1,0.087,0.991,0.109,0.821,0.624,107.767,4,classical
16462,0G4fdcQNTGAQjIMtDAQIJf,Bhimsen Joshi,Abhanga Vani,Sanvale Sundar Roop Manohar,32,354733,False,0.487,0.373,2,-16.523,0,0.0288,0.648,0.0,0.144,0.552,84.121,4,classical
16463,788NiPLacwrZV6uAMC64b8,Bhimsen Joshi,Abhanga Vani,Dyaniyancha Raja Guru Maharav,33,377933,False,0.25,0.29,2,-16.253,1,0.0333,0.885,0.0,0.0653,0.452,75.157,4,classical
16464,2NafAvZbbTaoaFkF78Xmr8,Sangeetha Katti,Evergreen Melodies,"Kambada Myalina (From ""Nagamandala"")",33,267284,False,0.411,0.638,8,-4.307,1,0.0576,0.925,0.00206,0.146,0.336,175.222,3,classical
16465,5FIXrwh3zWWJxrEEFbGSAv,Ramakrishnan Murthy,Snehitudu (Original Motion Picture Soundtrack),Nee Vupuri Nee Sothama,33,264045,False,0.497,0.34,2,-9.616,1,0.0269,0.67,7.62e-05,0.101,0.172,82.995,4,classical
16466,4FCU1TwsmITjvoVO26Lyae,Sangeetha Katti,Nagamandala (Original Motion Picture Soundtrack),Ee Hasiru Siriyali,34,308378,False,0.708,0.608,6,-4.667,1,0.0267,0.854,0.000881,0.346,0.549,135.046,4,classical
16467,5fJD7wh9yoSTpl9d5rgl7l,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),The Theory of Everything,64,68691,False,0.421,0.118,2,-17.703,1,0.0408,0.842,0.938,0.115,0.175,104.03,4,classical
16468,2MSgFefjK0T7Iwjvr3OKqV,Frédéric Chopin;Mikhail Pletnev,"Chopin: Piano Sonata No. 2, Nocturnes, Barcarolle & Scherzo","Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",66,259493,False,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,4,classical
16469,2eB7JqIY4hTTSz31h6bjwR,DragonForce,Inhuman Rampage,Through The Fire And Flames,67,439120,False,0.153,0.953,0,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,4,classical
16470,3UPAXvbgKK5p7usgtMwbs4,Sirkazhi Govindarajan,Aalayamani,Kannana Kannanukku,34,309920,False,0.469,0.522,8,-10.53,1,0.0854,0.93,0.038,0.712,0.713,100.716,4,classical
16471,5NGtFXVpXSvwunEIGeviY3,Erik Satie;Philippe Entremont,Erik Satie & Friends,Gymnopédie No. 1,70,205866,False,0.468,0.0127,7,-36.856,1,0.123,0.994,0.937,0.094,0.356,72.776,3,classical
16472,2Gnxng7ZoZIk3OdU6S0TTY,Soolamangalam Sisters,Arul Isai Thendral - Sulamangalam Sisters,Thirupparang Kundrathil,33,197666,False,0.577,0.563,11,-9.107,1,0.0319,0.863,0.0186,0.19,0.785,147.562,3,classical
16473,2hMTR8zK8Db849VttJXMSV,Chad Lawson,ZEN 2022,when the party's over - Slowed Remix,0,234280,False,0.409,0.0191,2,-31.753,1,0.0324,0.992,0.912,0.0981,0.181,104.164,4,classical
16474,6nrWWTcOBmoLwcNrLRhY8n,Claude Debussy;Kathryn Stott,Kathryn Stott: The Complete Solo Recordings,"Deux Arabesques, L66: No. 1: Andantino con moto",45,272133,False,0.268,0.0124,9,-28.777,1,0.0358,0.99,0.922,0.0788,0.0726,70.582,4,classical
16475,10d4n3B7NOZxxPs2uEBIDE,The English Concert;Trevor Pinnock,Happy Christmas Instrumentals,"Noëls sur les instruments, H 531, 534: 1. Vous qui désirez sans fin",0,130306,False,0.366,0.0467,9,-20.623,1,0.0375,0.927,8.87e-05,0.194,0.35,81.945,3,classical
16476,2bcXqcKUWe1cjU5yzs6yu6,Dustin O'Halloran;Bryan Senti,Classical Christmas,What Gently Flutters,0,128048,False,0.302,0.096,2,-28.927,0,0.0309,0.972,0.903,0.098,0.382,94.275,4,classical
16477,7vd1j4IDTU0koES9M8dvBQ,Yiruma,Yiruma 3rd Album 'From The Yellow Room' (The Original & the Very First Recording),Kiss The Rain,61,260653,False,0.56,0.0519,8,-22.616,1,0.0423,0.99,0.905,0.117,0.182,132.691,4,classical
16478,5pl3wsilqIY02ZmrjMNkYy,Dustin O'Halloran;Bryan Senti,Weihnachten Klassik 2022,What Gently Flutters,0,128048,False,0.302,0.096,2,-28.927,0,0.0309,0.972,0.903,0.098,0.382,94.275,4,classical
16479,5ZT0rwBZW2xaNrSBNwi9py,Dustin O'Halloran;Bryan Senti,Classical Christmas 2022,What Gently Flutters,0,128048,False,0.302,0.096,2,-28.927,0,0.0309,0.972,0.903,0.098,0.382,94.275,4,classical
16480,2jd7MUx3tgb88h31NKy9iV,Arcangelo Corelli;Cet étrange éclat,Sfumato,"Sonate, Op. 5: I. Adagio",2,258760,False,0.126,0.0499,1,-22.935,0,0.0393,0.648,0.887,0.141,0.115,96.29,4,classical
16481,3mKEXsnqhX5Z0swcZvIhpH,Dustin O'Halloran;Bryan Senti,Klassische Weihnachtsmusik,What Gently Flutters,0,128048,False,0.302,0.096,2,-28.927,0,0.0309,0.972,0.903,0.098,0.382,94.275,4,classical
16482,0IPrUbZh6uFgY7RvaMyBPb,Arcangelo Corelli;Cet étrange éclat,Sfumato,"Sonate, Op. 5: V. Giga",1,190800,False,0.159,0.0879,1,-23.347,0,0.0429,0.701,0.888,0.0819,0.434,56.139,4,classical
16483,3mEVIUMXrkT9Gj4fFp7kz7,Arcangelo Corelli;Cet étrange éclat,Sfumato,"Sonate, Op. 5: II. Allegro",1,154320,False,0.23,0.103,1,-20.868,0,0.0326,0.741,0.712,0.125,0.239,80.266,1,classical
16484,21Uc581RZlBXEpX9vQcLUR,Arcangelo Corelli;Cet étrange éclat,Sfumato,"Sonate, Op. 5: IV. (Allegro)",1,71733,False,0.173,0.0296,1,-28.601,0,0.045,0.828,0.793,0.109,0.102,120.805,3,classical
16485,2cPUhKXiA8pAgT8p5yt9Lv,Arcangelo Corelli;Cet étrange éclat,Sfumato,"Sonate, Op. 5: III. (Adagio)",1,98306,False,0.128,0.0194,1,-26.714,0,0.0403,0.826,0.0398,0.133,0.0576,87.224,4,classical
16486,3lIefB8ZiKOmxk7fRlPZtI,Philadelphia Orchestra;Eugene Ormandy,Classical Choice: Music for Sport: Fitness,"The Nutcracker, Op. 71, Act II, Scene 3: No. 12 Divertissement, Trepak (Russian Dance)",0,67158,False,0.401,0.397,7,-13.777,1,0.0385,0.989,0.775,0.227,0.903,75.695,4,classical
16487,6IzCMc8FsDHN8TUXKR2dIt,Edward Elgar;Arioso Quartett Wien,Encores,"Variations on an Original Theme, Op. 36 ""Enigma"": Var. 9, Adagio ""Nimrod"" (Arr. J. Meisl for String Quartet)",0,226626,False,0.113,0.151,3,-16.28,1,0.0418,0.627,0.857,0.112,0.0365,83.543,4,classical
16488,5Gefb7Mgu5JNwsvumPzRM2,Joseph Haydn;Arioso Quartett Wien,Encores,"String Quartet in D Major, Op. 64 No. 5, Hob. III:63 ""The Lark"": IV. Finale. Vivace",0,140133,False,0.444,0.317,2,-18.349,1,0.0355,0.744,0.927,0.323,0.921,144.238,4,classical
16489,4vgWIKG0kmxliL4swyMhZc,Arcangelo Corelli;The English Concert;Trevor Pinnock,Classical Christmas 2022,"Concerto grosso in G Minor, Op. 6, No. 8, ""Fatto per la Notte di Natale"": III. Adagio - Allegro - Adagio",1,198333,False,0.192,0.091,2,-21.512,1,0.0443,0.925,0.73,0.119,0.129,113.15,4,classical
16490,0q70RaQv1UpQjxINie2CQa,Edward Elgar;Royal Philharmonic Orchestra;Carl Davis,Celebrating Lord Nelson,"Enigma Variations, Op. 36: IX. Nimrod",0,238666,False,0.0813,0.0533,3,-23.481,1,0.0417,0.886,0.844,0.0913,0.0356,83.586,5,classical
16491,2pxqU8qCx3JQWyuQUmtMMf,Arcangelo Corelli;The English Concert;Trevor Pinnock,Classical Christmas,"Concerto grosso in G Minor, Op. 6, No. 8, ""Fatto per la Notte di Natale"": III. Adagio - Allegro - Adagio",0,198333,False,0.192,0.091,2,-21.512,1,0.0443,0.925,0.73,0.119,0.129,113.15,4,classical
16492,3mg95sFFVVypwRHeUWRD9a,Arcangelo Corelli;Thomas Brandis;Emil Maas;Ottomar Borwitzky;Waldemar Döling;Wolfgang Meyer;Berliner Philharmoniker;Herbert von Karajan,Classical Christmas,"Concerto grosso In G Minor, Op. 6, No. 8, MC 6.8 ""Fatto per la Notte di Natale"": 5. Pastorale (Largo)",0,307600,False,0.147,0.117,7,-21.873,1,0.0412,0.868,0.732,0.346,0.0713,90.476,4,classical
16493,1L8z4uYSKK8BC8fiMmyoWz,Edward Elgar;Royal Philharmonic Orchestra;Carl Davis,Celebrating Lord Nelson,"Military Marches, Op. 39 ""Pomp and Circumstance"": No. IV in G Major - 2013 Remaster",0,303020,False,0.332,0.491,0,-11.546,1,0.0437,0.899,0.938,0.25,0.41,109.06,4,classical
16494,7o6ygTCgwsQudfYXTy3VLA,Arcangelo Corelli;Thomas Brandis;Emil Maas;Ottomar Borwitzky;Waldemar Döling;Wolfgang Meyer;Berliner Philharmoniker;Herbert von Karajan,Classical Christmas 2022,"Concerto grosso In G Minor, Op. 6, No. 8, MC 6.8 ""Fatto per la Notte di Natale"": 5. Pastorale (Largo)",0,307600,False,0.147,0.117,7,-21.873,1,0.0412,0.868,0.732,0.346,0.0713,90.476,4,classical
16495,56pphG62n5ZugQHD66VOHL,Arcangelo Corelli;The English Concert;Trevor Pinnock,Klassische Weihnachtsmusik,"Concerto grosso in G Minor, Op. 6, No. 8, ""Fatto per la Notte di Natale"": III. Adagio - Allegro - Adagio",0,198333,False,0.192,0.091,2,-21.512,1,0.0443,0.925,0.73,0.119,0.129,113.15,4,classical
16496,4ZFvrw7KqGBjcjaQFrGm8g,Arcangelo Corelli;The English Concert;Trevor Pinnock,Weihnachten Klassik 2022,"Concerto grosso in G Minor, Op. 6, No. 8, ""Fatto per la Notte di Natale"": III. Adagio - Allegro - Adagio",0,198333,False,0.192,0.091,2,-21.512,1,0.0443,0.925,0.73,0.119,0.129,113.15,4,classical
16497,4syUG0hKYsUMSkYv4YSFNU,Arcangelo Corelli;The English Concert;Trevor Pinnock,Klassische Weihnachtsmusik,"Concerto grosso in G Minor, Op. 6, No. 8, ""Fatto per la Notte di Natale"": I. Vivace - Grave",0,90000,False,0.149,0.0281,6,-22.963,0,0.0397,0.86,0.549,0.0958,0.042,137.501,3,classical
16498,5w3mSMUhmEqj7Y8Gpc8Ox7,Arcangelo Corelli;Thomas Brandis;Emil Maas;Ottomar Borwitzky;Waldemar Döling;Wolfgang Meyer;Berliner Philharmoniker;Herbert von Karajan,Weihnachten Klassik 2022,"Concerto grosso In G Minor, Op. 6, No. 8, MC 6.8 ""Fatto per la Notte di Natale"": 5. Pastorale (Largo)",0,307600,False,0.147,0.117,7,-21.873,1,0.0412,0.868,0.732,0.346,0.0713,90.476,4,classical
16499,3SwCnUQ9Rn3kpjSLglTPW8,Arcangelo Corelli;Thomas Brandis;Emil Maas;Ottomar Borwitzky;Waldemar Döling;Wolfgang Meyer;Berliner Philharmoniker;Herbert von Karajan,Klassische Weihnachtsmusik,"Concerto grosso In G Minor, Op. 6, No. 8, MC 6.8 ""Fatto per la Notte di Natale"": 5. Pastorale (Largo)",0,307600,False,0.147,0.117,7,-21.873,1,0.0412,0.868,0.732,0.346,0.0713,90.476,4,classical
16500,2A5Q9jtBDkLa5ZUhkHugQx,Bade Ghulam Ali Khan;Shreya Ghoshal,Delhi-6,Bhor Bhaye,31,196951,False,0.421,0.637,3,-10.072,1,0.0764,0.848,7.74e-05,0.298,0.514,123.427,4,classical
16501,4fgiJKX59OQvObvJshAfX3,Sikkil Gurucharan,Tiruppaavai,Ongi Ulagalanda,35,104097,False,0.664,0.564,7,-8.892,1,0.0576,0.626,0.0,0.0984,0.913,90.536,4,classical
16502,0P8b1QdfjdPL3VShB8VtNL,Gundecha Brothers,Durga Shakti,Durga Kavach,32,832444,False,0.596,0.489,1,-7.876,1,0.053,0.403,0.0,0.219,0.276,147.977,4,classical
16503,283RBHJGcWoGJGZS883BLM,Niladri Kumar,Alhaiya in France,Alhaiya in France,31,369000,False,0.333,0.417,8,-8.64,1,0.0313,0.958,0.939,0.106,0.141,75.472,4,classical
16504,2sAiNmdrbbUhEWtjhQdj2l,Shivkumar Sharma,Silsila,Santoor,30,220240,False,0.528,0.292,11,-16.821,0,0.0311,0.835,0.605,0.178,0.413,135.92,3,classical
16505,18RagF4mZ36dUdkyhVWWRE,Lalgudi G. Jayaraman,Pada Varnams,Innam En Manam - Charukesi - Adi,35,483040,False,0.663,0.484,7,-7.175,1,0.068,0.776,0.0,0.135,0.764,125.288,4,classical
16506,7evgoLXIXUpN7cMNuINIvX,Sanjeev Abhyankar,Coffee Ani Barach Kahi,Tu Astis Tar,32,113946,False,0.598,0.187,7,-15.965,1,0.0346,0.503,0.0,0.231,0.519,75.02,4,classical
16507,2VZakpiFfyqau8UkFzBfu2,T. M. Krishna,Nottusvara Sahityas: T.M. Krishna,Guruguha Padapankaja,33,91040,False,0.567,0.606,7,-8.656,1,0.0611,0.943,0.0,0.129,0.969,139.848,3,classical
16508,7bJ6xGa3RG2dQgNiK10uAv,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Chalkboard,62,65040,False,0.432,0.109,9,-15.925,0,0.0368,0.889,0.772,0.0939,0.0797,92.682,4,classical
16509,5BMOKxB68b72YxWVnbq6Zf,Elliott Jacqués,Finding Beauty,Afterthought,59,149026,False,0.367,0.103,4,-27.538,1,0.0392,0.98,0.951,0.11,0.0412,64.925,4,classical
16510,2uz8tJWTg8hXUVG8llUl0E,Rajhesh Vaidhya,Rajesh Vaidhya - Evergreen Melodies,Thillana - Dhanashree - Adi,35,215826,False,0.494,0.702,2,-7.064,0,0.033,0.584,0.951,0.0735,0.886,100.455,4,classical
16511,4xZqbPztwDXPgrezWPLM23,Parveen Sultana;R. D. Burman,Kudrat,Humen Tumse Pyar Kitna,31,293040,False,0.427,0.336,9,-12.126,0,0.0356,0.983,0.0774,0.214,0.506,109.602,4,classical
16512,4Q9JPBGxyUKSVcCNOI7BMh,Bhimsen Joshi,Gulacha Ganpati,Indrayani Kathi,31,394680,False,0.476,0.416,8,-14.3,1,0.0525,0.988,0.2,0.163,0.724,76.54,4,classical
16513,3lSOZb5rruEnFbe9xWELF6,Fabrizio Paterlini,Fragments Found,Rue des trois frères,65,111442,False,0.348,0.169,1,-18.45,1,0.0413,0.959,0.889,0.1,0.107,138.877,3,classical
16514,6t2ABsye8rehzmu3hEle94,Bombay Sisters,Popular Annamacharya Krithis - Bombay Sisters,Sreeman Narayana,33,266584,False,0.507,0.587,1,-11.814,1,0.146,0.798,4.48e-06,0.236,0.577,156.987,1,classical
16515,5O2DjF5mJJwJoTkPNcQGrZ,Sudha Ragunathan,"Mazhai (From ""Kaalidas"")","Mazhai - From ""Kaalidas""",32,248843,False,0.411,0.568,4,-7.356,0,0.0412,0.388,9.18e-06,0.106,0.431,94.952,4,classical
16516,38fc9FLasK6nmWmT3OJVIn,Ram Narayan;Suresh Talwalkar;François Auboux,North India: The Art of the Sarangi,Raga Baïragi-Bhaïrav - Drut Tîn-Tal,38,152840,False,0.414,0.328,10,-19.644,0,0.0661,0.86,0.828,0.164,0.79,145.715,3,classical
16517,28TQwZIFU4z0G9IATfZhvI,Mambalam Sisters,Kanakadhara Stotram - Lalitha Pancharathnam - Stotrams And Ashtakams,Sri Lakshmi Ashtakam,33,223660,False,0.447,0.31,7,-9.668,1,0.039,0.949,0.0,0.141,0.288,123.113,3,classical
16518,2VFQ4kS85puKOMIqWC2EJ0,Nithyasree,Onbathu Kolum & Vinayagar Hits,Lambhodharaya,31,490706,False,0.703,0.467,9,-7.498,1,0.0335,0.653,0.0,0.096,0.565,131.915,4,classical
16519,5CMZgcNJX42RykPkdkdGNO,Rattan Mohan Sharma,Ram Dhun,Ram Ram Jai Raja Ram Ram Ram Jai Sita Ram,32,2544561,False,0.645,0.638,1,-8.024,1,0.0349,0.695,0.0,0.0684,0.766,148.153,4,classical
16520,3xr8COed4nPPn6XWZ0iCGr,Yiruma,The Best - Reminiscent 10th Anniversary,River Flows in You,64,218293,False,0.287,0.292,9,-19.285,1,0.0541,0.968,0.978,0.09,0.346,145.703,4,classical
16521,2P7MjfY0QD7jPeYfksJDdV,Rahul Deshpande;Jidnesh Vaze,Me Vasantrao (Original Motion Picture Soundtrack),Lalana,32,212068,False,0.619,0.626,10,-4.484,0,0.0368,0.555,0.0,0.308,0.815,72.265,4,classical
16522,7CdWPnD06ONtWrKmv3dQYH,Sirkazhi Govindarajan,Kathalikka Neramillai,Kaadhalikka Neramillai,32,313933,False,0.438,0.633,8,-9.97,1,0.107,0.929,0.16,0.0855,0.86,78.673,4,classical
16523,5fdp9rXfEixCGLM1Og4EN1,Erik Satie;Alena Cherny,Gnossienne No. 1,Gnossienne No. 1,66,296480,False,0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,4,classical
16524,7piKDEjJ5IodOee9jM5PJ5,Sirkazhi Govindarajan,Chandrodhayam,Kaasikku Pogum,31,352120,False,0.438,0.599,1,-10.558,1,0.0717,0.882,0.0,0.434,0.819,113.872,4,classical
